"",n","p","q","success","bInit","b","i","time (µs)"
"","25067568151","80621","310931","true","3","4461859851","59","198"
"","277678121971","1223753","226907","true","3","206094690237","97","326"
"","416323843279","432059","963581","true","3","308504383948","479","1709"
"","23301909091","20929","1113379","true","3","9400595215","109","497"
"","57980630153","59833","969041","true","3","36274833245","277","1032"
"","401667730213","384253","1045321","true","3","189956239057","71","266"
"","375791770517","1060573","354329","true","3","216953994600","2851","9683"
"","1976679797","480827","4111","true","3","1390714302","137","338"
"","1040670817733","927077","1122529","true","3","47645743406","1063","4560"
"","225103601999","244177","921887","true","3","135722047915","409","1472"
"","810580119337","770053","1052629","true","3","78563887273","64171","274875"
"","362304461303","609779","594157","true","3","35875127908","499","1864"
"","115758519313","957703","120871","true","3","111711758234","79","297"
"","126748059127","695917","182131","true","3","7624550054","467","1559"
"","26294537119","1149689","22871","true","3","12856406618","2287","7202"
"","125330023201","245789","509909","true","3","63175638249","1429","4470"
"","731499400111","1243427","588293","true","3","180126565502","27031","120464"
"","571361654789","1267549","450761","true","3","558962571963","191","604"
"","16017580477","48907","327511","true","3","4605229842","19","75"
"","278557967491","226427","1230233","true","3","73047544842","1493","6009"
"","7935669197","9461","838777","true","3","3673583308","43","117"
"","787777073581","1252609","628909","true","3","678630988367","233","863"
"","483678216509","1143223","423083","true","3","369701771725","19231","76787"
"","584293643039","569117","1026667","true","3","514998526237","1801","6489"
"","379007543363","916511","413533","true","3","89363654235","547","2359"
"","315918244787","579011","545617","true","3","288029031833","421","1218"
"","707799007561","942901","750661","true","3","381155471538","449","2115"
"","1147608424069","1181563","971263","true","3","463109853557","53959","228669"
"","1043708500349","898439","1161691","true","3","145858876334","2129","8060"
"","1587986041619","1243111","1277429","true","3","1025284388804","3767","15517"
"","36912070211","454823","81157","true","3","34323405383","6763","20253"
"","48708821489","83969","580081","true","3","21950588198","41","120"
"","28328056511","309857","91423","true","3","8971289722","421","1149"
"","710610257779","562201","1263979","true","3","362169166850","263","1218"
"","250361894231","825397","303323","true","3","227884683128","37","120"
"","434337625927","904789","480043","true","3","337516155038","613","2082"
"","540948022859","816709","662351","true","3","476252226584","1019","3624"
"","203065867967","497719","407993","true","3","129595575502","709","4186"
"","115705535987","319937","361651","true","3","54908386378","2411","8573"
"","55298867387","47951","1153237","true","3","49601137764","137","435"
"","15995061343","189697","84319","true","3","12045000713","19","72"
"","8193838571","140761","58211","true","3","5919281573","23","83"
"","6522481079","127739","51061","true","3","3024802580","37","93"
"","920675494213","1067263","862651","true","3","166704717798","71","302"
"","303207679319","937009","323591","true","3","292743162808","241","751"
"","152121657497","272411","558427","true","3","49462113099","8461","31730"
"","263788877917","1299203","203039","true","3","166099302575","839","3130"
"","153770225549","622549","247001","true","3","39591049288","19","113"
"","856921400267","1026547","834761","true","3","190790469878","509","1704"
"","427178859949","588893","725393","true","3","270514477374","173","564"
"","349451029051","1041077","335663","true","3","170786677053","7297","28564"
"","80649944209","96401","836609","true","3","24203934980","43","153"
"","748652346853","1043981","717113","true","3","287859197783","281","865"
"","349161409637","829841","420757","true","3","230368840647","23","76"
"","469021940239","516713","907703","true","3","16994173858","9227","35216"
"","586889952973","813991","721003","true","3","358081966820","631","2042"
"","605061324941","810671","746371","true","3","448297009646","313","1327"
"","767572631261","805241","953221","true","3","53759499643","491","2192"
"","529857669463","1002457","528559","true","3","277460048461","17","104"
"","265812736327","498119","533633","true","3","54614669386","379","1148"
"","921374055211","757909","1215679","true","3","356531004327","569","1770"
"","388285275683","880823","440821","true","3","149691791076","31","205"
"","30190664843","77317","390479","true","3","368106238","379","1122"
"","930834583411","1219147","763513","true","3","345163612450","1097","7834"
"","510661418581","1291483","395407","true","3","260493412584","457","1588"
"","965744595859","766943","1259213","true","3","373667667632","491","1726"
"","980277893831","1210523","809797","true","3","772461309316","179","651"
"","641161685347","1128931","567937","true","3","389617276615","29","113"
"","106535847731","352853","301927","true","3","85862896168","5189","17805"
"","440944647809","373393","1180913","true","3","348475364932","2593","10712"
"","20917066613","33739","619967","true","3","16165639526","1297","4087"
"","156129806633","188171","829723","true","3","138060874530","607","1762"
"","448486646851","659513","680027","true","3","444347322503","8293","35268"
"","952811380061","1261823","755107","true","3","789939330804","673","3000"
"","563912630711","647987","870253","true","3","189893238338","1153","4721"
"","1192353305797","1107679","1076443","true","3","493204043862","1291","5017"
"","266106347137","299777","887681","true","3","195637790953","73","247"
"","379239435371","1007359","376469","true","3","216976062370","15263","57005"
"","28389764213","192133","147761","true","3","2914849744","593","2161"
"","289868583649","998311","290359","true","3","155504375682","283","1184"
"","220468642283","372023","592621","true","3","48983681377","83","239"
"","72428371","1297","55843","true","3","17362940","9","55"
"","225308853667","213713","1054259","true","3","224622193799","38","115"
"","45871722821","940399","48779","true","3","23116758333","87","308"
"","314983245947","418751","752197","true","3","94381031638","67","258"
"","305819436943","935591","326873","true","3","95829684284","449","1809"
"","1249664851","73757","16943","true","3","84748887","197","423"
"","23480889989","77641","302429","true","3","4044397332","647","1757"
"","491931062617","721223","682079","true","3","4534461193","1327","4739"
"","866045838247","986813","877619","true","3","45947986907","181","710"
"","49483128259","1224133","40423","true","3","14892802079","59","226"
"","725664210143","819653","885331","true","3","201457954382","1093","4619"
"","613856221081","518327","1184303","true","3","283697415045","2917","10044"
"","219579897353","442763","495931","true","3","185456373037","271","832"
"","2669270413","276637","9649","true","3","1665436699","67","218"
"","311430240701","839369","371029","true","3","235411947848","439","1333"
"","1195355645971","1280371","933601","true","3","119477819866","67","434"
"","144264405877","847373","170249","true","3","66512001517","607","1920"
"","267509188613","894521","299053","true","3","138496827255","71","203"
"","964037535211","1065667","904633","true","3","853892325426","25373","101329"
"","435142300001","492671","883231","true","3","309183843861","499","1529"
"","227765685893","495851","459343","true","3","31234405315","151","468"
"","26940073007","65521","411167","true","3","22569756787","13","44"
"","1222425671281","1037941","1177741","true","3","60487600020","727","2451"
"","292106167763","883807","330509","true","3","50199359466","1559","5121"
"","592909703251","1088389","544759","true","3","11116805247","617","2029"
"","1191909585617","1041281","1144657","true","3","743715169912","1627","6577"
"","3767844167","6197","608011","true","3","1158498166","1549","4415"
"","80025396707","626623","127709","true","3","30586721877","577","2125"
"","46398794657","247451","187507","true","3","38708759931","101","311"
"","10945312739","14369","761731","true","3","6553514104","449","1203"
"","11468460403","11743","976621","true","3","218290628","103","816"
"","207604790609","1136309","182701","true","3","136469060054","29","95"
"","72015638483","128981","558343","true","3","51355074961","6449","23427"
"","17439144937","43117","404461","true","3","2110073038","107","330"
